name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_GINGRICH_TIMID_VS_BOLD,"I'm Barack Obama and I approve this message. I do the laundry, I pay the bills. I make sure my kids  are fed and rested and healthy. Moms like Christie would be stretched even more under. Mitt Romney to fund his tax cuts for millionaires. Romney could take away middleclass deductions  for childcare, home mortgages and College tuition. Mitt Romney he's so focused on big business  and tax cuts for the wealthy, it seems like his answers to middle class America are just tough  luck.  ",base,base,0,base,0,0,0,0
PRES_GINGRICH_TRUST,"I'm Barack Obama, and I approved this message for so long. There was this voice that was silenced  out there. You know, as far as exercising the right to vote, people had lost hope. They didn't  believe that their voice mattered or counted when the President got in office, when he represented  to a nation of kids with hope. Now people exercising their right. And you start to see the power of our vote, you need to mean something for the first time. For a lot of people, having someone  in office who understand how powerful our voice can be is very important.  ",base,center,0,base,0,0,center,center
PRES_GINGRICH_WHAT_HAPPENED,"Thirty thousand dollars and Trump University. And basically, all it did was ruin my credit and ruined my life. Trump University. They promise everything from start to finish their expertise, their knowledge, their input, the financing. They don't really deliver on anything. Gotta remember. There's 5,000 victims in this in the end. here's no there there Trump is just a fraud and misrepresentation of BS artist. America. Don't make the same mistake. I made with Donald Trump. American future fund is responsible for the content of this advertising.",base,base,base,0,base,0,0,0
PRES_GINGRICH_WHAT_KIND_OF_MAN_60,"Common Core Obama's Medicaid expansion, tax increases Barack Obama. No, John Kasich, Kasich still supports Common Core Kasich was one of the few Republican Governors to cheerlead obamacare's. Medicaid expansion and Kasich budget raise taxes by billion hitting businesses heart and the middle class even harder John Casey, not a conservative. Not even a moderate and Obama Republican. American future fund is responsible for the content of this advertising.",both,base,base,0,0,base,0,0
PRES_GREATAMERICAPAC_PLEDGE_YOUR_SUPPORT_60,"Phony conservatives exposed the latest Ted Cruz, Cruz talks a big game, but when the rubber meets the road, we can't trust him first. He votes to borrow billions and bust the budget, then skips The crucial vote, to audit, the Federal Reserve. Thank goodness for Rand Paul Rands leading, the fight to cut spending to balance, the budget audit the fed. He's the only true fiscal conservative. We can trust Rand Paul for president. America's Liberty pack is responsible for the content of this advertising.",base,base,both,0,0,base,0,0
PRES_JOHNSON_PLAN_60,"We need a president who knows how to protect you but those how it feels when we don't I was named us. Attorney on September 10th 2001 the next day. Mary Pat took the PATH trains of the World. Trade Center. She walked the two blocks to her office and turned on the television. And the first building was on fire. I called Mary Pat immediately. So are you okay, they were telling her that they had to evacuate her to her basement, five and a half hours passed. I thought about three things. What was I going to do without my best friend, wasn't going to tell the kids. What kind of single parent would? I be phone rang and I got the Greatest phone call in my life. Mary Pat was. Okay. Here's what I fear. We become complacent as a country is gone all these years up until San Bernardino without another attack. I'll never forget. My wife was there. We lost friends. I know the loss and the pain, and I know the fear of loss. We need a president who will have the American people and our safety, not only in his mind and in his fist, but in his heart, the American League is responsible for the content of this advertising.",0,base,base,0,base,0,0,0
PRES_KASICH_THIS_GUY,"Hillary Clinton will be a third term of Barack Obama foreign policy, which has led to the growth of Isis radical Islamic terrorism. Cannot continue. What they want is to impose their way of life upon us. No one in this race for more tested than I've been. I was named us attorney on September 10th 2001. I've watched the loss and the suffering and the pain. My number one priority, as a leader to make sure that there is not another generation of widows and orphans created, because we're terrorist attack of the American Homeland semantically. It is responsible for content of this advertising.",center,center,0,base,0,0,center,center
PRES_MARTIN_SOCIAL_SECURITY_MEDICARE,"Even with a democratic legislature at the Americans for tax reform. Just said that Chris Christie has vetoed more tax increases than any governor in American history. We cut 800 programs out of the state budget to bring the state budget into balance without raising taxes. Nearly 200,000 new private sector jobs because we cut taxes made government smaller. You need to be willing to stand up to Congress and tell him what you want to do. So then you can drag them to doing what the American people want them to do their Collegiate responsible for the content of the show.",center,base,0,center,base,0,0,0
PRES_OBAMA_BIG_BIRD,"Hello, I'm doctor Ben Carson, Obamacare isn't working for all Americans. Most stop. Take a deep breath and recognize it. Seriously, flawed. Let's put Patients First by focusing on free market Solutions. Americans can be proud of America is blessed with a creative Spirit, these ascended, epidemics, and given   millions of people, the opportunity to live longer   healthier lives. We can, once again, have the greatest Health Care system on   Earth, if Washington gets out of the way.   If you Want to hold Washington accountable and truly save American Healthcare. Join me and sign our petition today. Call one eight hundred four to five six, two nine, nine and  signed the petition to save our Healthcare. Call one eight hundred four hundred five, six, two nine,   nine or visit our website and sign the petition today. Let's work together and save American Healthcare signed a petition and unleash the Great American Spirit again. American Legacy pack is responsible for this.  ",center,center,base,center,base,0,0,0
PRES_OBAMA_CLEAR_CHOICE,"Bobby Jindal. I wasn't born or raised as Christian, it took me seven long years to convert at the age of 16. I'm unashamed, I'm not embarrass, I'm proud to say that I am a Christian. Christian values are under assault right here at home in America. America's history is filled with times of spiritual revival, right after the hour seemed darkest. For the hour seems pretty dark to me right now. We've exhausted every alternative. It is time to turn back to God. Believe Again is responsible for the content of this advertising.",base,base,0,center,0,0,base,center
PRES_OBAMA_MY_JOB,"It's very dangerous world. We need a strong leader to take a seat at that desk and make the hard decisions. This is no reality show. This is serious business, this nation hungers for leadership. We need Jim Bush. Jeb Bush will rebuild our military and make us proud to be Americans. You'll have the American people's confidence, and he will be respected on the world stage. I'm Jeb Bush and I approve this message.",center,center,both,base,center,0,0,center
PRES_OURDESTINY_SOMEONE_60,"We were completely surrounded, 160 Marine block and heads with   15,000 North Vietnamese, 40 hours with no sleep fighting   and hand at turn around, and check on my guys, and there was a pineapple grenade, right behind them. I reached over to grab the grenade. And as I threw it, I open my hand to release it and exploded. When we joined the most rate. We fill out a check. We say pay to the order of up to including my life. This is no reality show. This is serious business. This is about livelihood of our kids and grandkids this commander-in-chief to requires training wheels. This station hungers for leadership. We need Jeb Bush. Jeb Bush will rebuild our military and make us proud to be Americans. Jeb Bush is ready to take the role of spinner and chief your book at the experience in those leadership skills. He represents the beliefs of this country. You'll have the American people's confidence, and he will be respected in the world space. I'm Jeb Bush and I approve this message. ",0,base,0,base,both,0,0,0
PRES_OURPRINCIPLES_FRAUD,"Increases endless new regulations, 8 trillion dollars borrowed and spent. We need to take power out of Washington and give it back to the American people. If we build the best possible business climate, no one can compete with the United States. My plan will create a 19 million new jobs. The American dream will be possible for Millions, who have forgotten what it looks like. We will compete with the world and we will win. I'm Jeb Bush and I approve this message.",0,both,both,0,base,both,0,0
PRES_PAUL_KEEP_AMERICA_SECURE,"In order to change the culture of Washington. We need to have someone that's actually done it. When I was governor of the state of Florida. I disrupted the old order in Tallahassee. We ought to have term limits for elected officials, and bring new people in with fresh ideas. Elected officials and don't show up for vote. Shouldn't get paid. We ought to have a balanced budget amendment to make sure that the federal government lives within our means, we need to reform how Washington works and I have the leadership skills to make it. So,",base,base,0,base,0,0,0,0
PRES_PAUL_PROTECT_LIFE_PROTECT_LIBERTY,"Today, I was at a summit dealing with this heroin epidemic, and this is a huge problem. It's not just heroin. It's drug addiction in general, and I have personal experience in this as a dad. My daughter Noelle was addicted to drugs and it was tough. It was really hard. There is a solution to this, but it requires leadership. Do you want someone? That can figure out how to solve a problem. That passionately goes about the business of fixing these things, then I'm your guy. I'm Jeb Bush and I approve this message.",base,base,0,base,0,0,0,0
PRES_PERRY_FAITH,"Universal Health Care, I'm going to take care of everybody  who pays for it. The government is going to pay for. This is a nun, Republican thing for me to say, imagine in 2017, a new president signing legislation repealing. Every word of Obamacare is responsible for the content of this advertising.  ",center,base,base,0,base,0,0,0
PRES_PRIORITIESUSA_OUR_DAUGHTER_GRACE_60,"President Obama gave away the store. Be radians to a group of people whose 1979 have been chanting death to America. It's just ago. She did so badly that you wouldn't let this present, buy a car for your car dealership. Now, the lying to the American people about how the deals going to work. I would have walked away from the table. That's what Ronald Reagan walked away from the jail for a check and Reykjavik. And so as president, the top priority is to protect the United States of America, and I'm the only one in this race had at least some small part of that responsibility. I'm Chris Christie and I approve this message.",center,center,0,base,0,0,center,center
PRES_RESTOREOURFUTURE_PROUD,"The Dallas Morning News is recommended. Hillary Clinton for president. This newspaper is not recommended to Democrat for the nation's highest office. Since before World War Two Trump plays on fear exhibits, a dangerous lack of judgment on Capitol Hill. Clinton gain, respect from Republicans for working across the aisle. She deserves your vote at this moment in time for Texas and America Hillary for president. I'm Hillary Clinton and I approve this message.",base,base,0,base,0,0,0,0
PRES_RNC&ROMNEY_RAISE_TAXES,"The dressing room while contestants some as young as 15 or changing connected it with Coach. Let's see this. Incredible looking women. I'd look her right in that fat ugly face of hers. He ate like a pig, a person who was, flat-chested, is very hard to be a 10. So you treat women with respect. I can't say that either. All right. Good. I'm Hillary Clinton and I approve this message.  ",base,center,0,base,0,0,0,0
PRES_ROEMER_THE_CANDIDATE,"Do you think when your present you'll be paid as much as if it were a minute mail? This is one of the jobs where they are the same, but there are so many examples where that doesn't happen. I'm going to do everything. I can to make sure every woman in every job gets paid the same as the man who are doing. I'm Hillary Clinton and I approve.  ",0,both,both,0,both,base,0,center
PRES_ROMNEY_ETHICS,"In Arkansas and she fought for school reform to change lives forever. Then as first lady she helped get health care for 8 million kids. You probably know the rest. The senator who made sure the heroes and families of 9/11 got the care. They needed the Secretary of State who join the cabinet of a man who defeated her because when you're president calls you serve and now a new title Grandma, I believe that when families are strong America is strong.  ",0,both,both,0,base,both,0,0
PRES_RTR_ICEBERG,"She spent a lifetime making a difference for people winning healthcare for 8 million, children benefits for families of reservists and the National Guard standing strong around the world for human rights and women's rights. Hillary Clinton. She'll raise the minimum wage take on the drug companies to lower the cost of prescription drugs and get everyone the opportunity to go to college without going into debt. She'll get the job done for us. I'm Hillary Clinton and I approve this message.  ",base,base,both,0,0,base,0,0
PRES_SANDERS_27_DOLLARS,"My mom's name is Irene. And she has Alzheimer's Adult Day Care cost so much. I have to take my mom to work with me. Eventually. She'll require round-the-clock care. I worry about what the next step is. My mom deserves the best care, she can get. So, I met Hillary Clinton and I could tell that she was moved by my story because she teared up being able to pay for day care. If you know that, my mom is safe while I work so that I can continue to support us. Hillary Clinton has proposed real things that could help us. I'm Hillary Clinton and I approve this message. Message.  ",center,center,base,0,center,0,0,base
PRES_SANDERS_CALIFORNIA,"I'm Hillary that I approve this message. Look her right in that fat ugly face of hers. She's a slob, she ate like a pig. A person who was flat-chested, is very hard to be a 10. She have a good body know. She ever said, absolutely. We treat women with respect. I can't say that either.  ",base,base,0,0,0,base,0,0
PRES_SANDERS_PROMISE,"New York, 20 million, people strong know. We don't all look the same. We don't all sound the same either, but when we fall together, we do the biggest things in the world. So when some say we can solve America's Problems by building walls Banning People based on their religion and turning against each other. Well, this is New York. Has we know better. I'm Hillary Clinton and I approve this message. Hey.  ",center,base,base,0,0,base,center,center
PRES_SANTARITA_WHERE_ARE_YOU,"On Tuesday, we've got a big decision to make and the New York daily news and the New York Times already made. There's both endorse Hillary Clinton for President. Clinton is supremely knowledgeable and results driven. She promises to be a true Democratic Champion advancing, an ambitious Democratic agenda, in the White House and the times lodz our vision in which middle-class Americans have a real shot at Prosperity. New, York's choice for president Hillary Clinton. I'm Hillary Clinton and I approve this message.",base,base,base,0,0,base,0,0
PRES_SANTARITA_WHO_IS_REPRESENTING_YOU,"This is a letter from someone who's here. She has to take a brand-name drugs and taking it. Since the early 1980s at that time, it cost approximately $180 for ten shots. The latest refill was fourteen thousand seven hundred dollars for the same 10 vial and the company is called valeant Pharmaceuticals. I'm going after them. This is predatory pricing and we're going to make sure it is stopped and I approve this message.  ",base,base,0,0,0,base,0,0
PRES_STANDFORTRUTH_SO_MUCH_AT_STAKE,"I fought for my country and Kosovo and Iraq, and I've been a republican all my life, but I'm the father of three girls. I can't stand. Hearing Donald Trump, call women, pigs dogs, and bimbos. And I sure don't want my daughter's hearing it. I want my girls to grow up proud and strong in the nation, where they're valued and respected, Donald Trump's America is not the country I fought for, so I'm voting for Hillary Clinton. I'm Hillary Clinton and I approve this message.",0,base,0,0,base,0,both,both
PRES_STATETEAPARTY_THE_PERRY_WALKER_WAY,"You hear my voice, you hear that sound. Like thunder, gonna shake the ground. You held me down, but I got up (hey). Get ready 'cause I've had enough. I see it all, I see it now. I got the eye of the tiger, a fighter. Dancing through the fire. 'Cause I am a champion, and you're gonna hear me roar. Louder, louder than a lion. 'Cause I am a champion, and you're gonna hear me roar. I'm Hillary Clinton and I approve this message.",center,center,base,base,center,0,0,center
PRES_TERRY_IT_WAS_ALL_A_LIE,"World a president has to Grapple with. Sometimes you can't even imagine. That's the job and she's the one who's proven. She can get it. Done. Securing a massive reduction in nuclear. Weapons standing up against the abuse of women protecting Social Security expanding benefits for the National Guard and winning healthcare for 8 million children. The presidency is the toughest job in the world, and she's the one. Who'll make a real difference for you. I'm Hillary Clinton and I approve this message.  ",base,base,base,0,base,0,0,center
PRES_TRUSTEDLEADERSHIP_KASICH_BFF,"Have fun has no fresh clean water source. The water is poisoned. We can't drink the water. We can't bathe in the water. You can't cook with the water. There was a time when we were alone and nobody heard our story. I am here because for nearly two years, Flint's water was poisoned. Hillary Clinton came here to show this, he standing with us. She's the one that brought this to another level of attention. That's what we needed, and what had been happening. Happening in Flint had happened in Grosse, Pointe, or bloke tail Hills. I think we all know we would have had a solution yesterday. Hillary Clinton really cares about people. She's awesome. When you have somebody like that fighting for you and supporting you and saying I've got your back Kenneth for much more and I will fight for you in Flint. No matter how long is, I'm Hillary Clinton and I approve this message.",0,base,0,0,0,base,0,0
PRES_TRUSTEDLEADERSHIP_KASICH_WON'T_PLAY,"An unsteady world will be in one person's hand. Wouldn't you rather in a certain sense? Have Japan have nuclear weapons to Saudi Arabia in Saudi Arabia? Absolutely more countries with more nuclear weapons. Hillary Clinton knows that the last thing we need as Secretary of State. She negotiated a reduction in nuclear weapons with Russia and work with both parties to get it passed. An unsteady World demands, a very steady leader. I'm Hillary Clinton and I approve this message.",0,base,base,base,0,0,0,0
PRES_WINNINGOURFUTURE_NEXT_60,"National Security Solutions require clear voices. What happens if we Retreat, what happens is you leave a space and that space will be filled by someone else. The only Nations right now that can even try to do it. Our nation's are, don't believe in the things we believe. And so in this 21st century, who will win, whose idea will continue to spread across the globe. Will it be our ideas of Freedom democracy and free enterprise? Or will it be their ideas of state-owned Enterprises? That the totalitarian is? Mmm? Learn more at ConservativeSolutionsProject.com.",both,both,both,0,0,base,0,0
PRES_WINNINGOURFUTURE_ON_THE_AIR_60,"He took on the Republican establishment and one Marco Rubio. The Insiders were shocked, but not the people, they knew because day for these clear, conservative message, less government, more freedom, a foreign policy, founded on strength. Now the time has come for Our Generation to lead the way towards a new American Century. Two chests. In the establishment of message, send them a conservative president, Marco Rubio, conservative Solutions, bank is responsible for the content of this ad.",base,base,center,0,center,base,0,center
PRES_KEEPTHEPROMISEI_RECORD_NOT_RHETORIC,"We live in dangerous terrains, terrorism growing, the economy tearing, the Supreme Court in the balance, Trump erratic unreliable Cruz, calculated underhanded, the joists. We can count on Marco Rubio a disciple of Reagan smart and forceful. The Democrats nightmare Marco Rubio, the Republican who can beat Hillary and inspire a new generation conservative Solutions, tank is responsible for the content.  ",0,base,base,0,0,0,0,base
PRES_WETHEPEOPLE_WHAT_MATTERS,"What Canadian about Ted Cruz? His tax plan Cruz, once a value-added tax like they have in Canada and European socialist countries, Obama and Pelosi say they're open to it. President Reagan hated. It conservatives called the crews scheme. A liberals dream because it makes it so easy to raise taxes. Ted Cruz wrong on taxes, conservative solutions, back is responsible for the content of this advertising. ",base,base,base,0,0,0,base,both
PRES_TRUMP_RNC_TWO_AMERICAS,"Tuesday approve, this message, Donald Trump talks tough on illegal immigration but his actions speak louder than words. Trump used illegals to build his hotels in New York and Washington guest workers instead of Americans in Chicago and Florida. Controversial visas for Rich, Chinese investors in New Jersey even said, amnesty should be done and this tea for millions of illegals. Donald Trump is principles. Stop at his wall. Wallet.  ",both,center,center,0,0,0,base,center
PRES_TRUMP_RNC_ALL_THE_TIME,Were it not for the transformative? Love of Jesus Christ? I would have been raised by a single mom without my father in the house. God's blessing has been on America from the very beginning of this nation over and over again. When we face in possible on the American people Rose to the challenge. This is our fight and that is why I'm running for president of the United States. I'm Ted Cruz and I approve this message.,center,center,center,0,0,0,center,base
PRES_CLINTON_JUST_ONE,Here today to announce my endorsement of Ted Cruz. I've decided to endorse Ted for a number of reasons. He promised that he would stand up to a growing overbearing federal government. He promised that he would fight against Obamacare. He promised he would resist efforts to undermine our Second Amendment rights of Americans. He promised that he would oppose any efforts to undermine religious liberty. Ted has kept those promises with that. Trust that he's earned. We need to unite behind Ted Cruz. I'm Ted Cruz and I approve this message.  ,center,base,base,0,0,0,base,both
PRES_CLINTON_GETTING_THIS_RIGHT_APRIL_TWENTY_SIX,"There's a scorpion in the desert for most of us. It's venom has a clear and deadly threat but others refuse to even speak its name. Since the Scorpion seeks, our destruction, isn't it time? We recognize the Scorpion for what it is before it strikes again. I'm Ted Cruz and I approve this message.  ",0,both,base,0,0,0,base,both
PRES_CRUZ_WON_ONE_CANDIDATE,"America doesn't need more Washington Deal's. A deal that meets our core objectives. We paid for too many already done deal. Of course, your politicians got us into this mess. We need a principled, conservative fighter, to get us out. Only one candidate fought, the president's disastrous Healthcare deal. This is right now, the continuing resolution our best opportunity and it may well be our last opportunity to Funded only Cruz, stood with Iowa. Steve King to stop his own. Party's bad deal on amnesty, Republicans seem to be on the verge of passing the forms. That included a pathway to citizenship. That is until Crews, blasted it as amnesty only one conservative is the candidate. You can trust this stand on principle and fight for our values. As you know, is somebody who is the keeper of conservative principles on February first, caucus for a conservative. You can trust. I'm Ted Cruz and I approve this message.",0,0,0,0,0,0,base,both
PRES_CLINTON_JIM_CLYBURN,"I'm Ted Cruz and I approve this message. Hillary Clinton, Donald Trump. What difference at this point? Does it make? She's right. They both back gun control. Even partial birth abortion. No wonder. Trump bankrolled. Liberal Democrats carry Pelosi, Hillary herself, and they're both mired in Scandal. She's got secret emails. He's being sued for fraud in the middle of an election. Let's get real. Trump won't beat Hillary and even if he did what difference does it make.",base,0,0,0,0,0,base,center
PRES_45COMMITTEE_50_POINTS_AHEAD,"As American families sit around their kitchen tables. They're worried worried. They're falling behind or in about their jobs, their freedom and security. That's why I'm running for president to restore opportunity to raise wake and bring jobs back to America, to secure our borders and protect us from our enemies to reverse the damage Obama's done and restore the Constitution. I???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????m Ted Cruz, and I approve this message, and ",0,0,0,0,0,0,base,both
PRES_ABTT_MODERN_STAGE_COMBAT_60,"We had a pretty good idea. What all those families, all you Americans in trouble for going through in part because our own families had gone through similar struggles. When I was a young kid in third grade, I remember my dad come up. The stairs of my grandpop's house were reliving city of the end of my bed and saying Joey, I'm going to have to leave for a while. Go down to Wilmington Delaware, the Uncle Frank. The good jobs down there, honey, and a little while. Little while. I'll be able to send for you and Mom and Jimmy and Val, and everything's going to be fine. For the rest of our life, my sister and my brothers for the rest of our life. My dad never fail to remind us. That a job is about a lot more than a paycheck. It's about, it's about your dignity. It's about respect. It's about your place in the community. It's about being able to look your child. In the eye and say, honey. It's going to be okay and mean it and no it's true. You never sweat on America and you deserve a president who will never quit on you.  ",0,0,0,0,base,0,0,0
PRES_SANTORUM_SAY_WHAT,"Hundreds of thousands Dead Terrorist on the March. Where did it go? Wrong in? 2009? Hillary Clinton, led the engagement with Assad spearheaded easing sanctions restored, an ambassador to Damascus. But Clinton was wrong about Assad. The consequences. I could not have predicted the extent to which Isis could be effective. Hillary Clinton, bad, judgment, deadly consequences. Future 45 is responsible for the content of this advertising.",0,0,base,0,base,0,0,0
PRES_OURDESTINY_SOMEONE,"Benghazi for Americans. Murdered by terrorists could have been stopped before the attacks. Hillary Clinton's State Department. Ignored requests for more security, didn't even respond and emails. Show Clinton was warned about dangerous conditions, but after the attacks Clinton's actions were even worse, Patricia Smith, son. Sean was one of four American murdered in Benghazi Clinton, told her own family. The truth to her daughter shortly. Dad. Okay, Hillary Clinton blamed it on terrorism, but line to victims families at their own memorial. She looked me squarely in the eye and told me a video was responsible than Hillary famously said, what's different. This point does is make it actually form. Indifference after Hillary Clinton's record on Benghazi future. 45 is responsible for the content of his  ",base,0,0,0,base,0,0,0
PRES_BACHMANN_AMERICA'S_IRON_LADY,Obama and Clinton just don't get it. These are radical Islamic terrorists. We can't trust our safety to Washington politicians or inexperienced amateurs. I was in Army intelligence chairman of a terrorism commissioned that warned of an attack before 9/11 and Governor during 9/11. I'm not a Washington politician or an amateur as president. I will defeat Isis and keep you safe. I'm Jim Gilmore and I authorized this message. ,0,0,0,0,base,0,0,0
PRES_PAWLENTY_RESULTS_NOT_RHETORIC,"Attention, our next president will be Donald Trump or Hillary Clinton and we want to know your opinion. Who do you trust to do a better job on terrorism. Our country is under threat of terrorism. Donald Trump is promising to take a tough stance in defeating Isis. Hillary Clinton will not even call it radical Islamic terrorism. We want to know who you think will keep America safe. Our instant voice. Presidential poll represents the most accurate polling available, but we need millions of concern Americans to call eight hundred nine one seven seven, seven nine one now and give us your opinion, press. One, if you believe, Donald Trump will protect us and make America great again, press 2. If you trust Hillary Clinton on the war against Terror, America is at a Crossroads, and the next president will determine the future and safety of our country. We need to know. If you think Donald Trump will protect America against radical Islamic terrorism. Please call eight hundred nine one, seven seven, seven, nine one right now in votes. We need your opinion. Now, please call 809 1777, 91, and give us your opinion right now paid for by Great America pack, which is responsible for the content. ",0,0,0,0,base,0,0,0
PRES_ROMNEY_NEVER_3,"Absolutely job is terribly, he's a slob. Flips are two gates, is very hard to be a 10. I moved in her like a bit lcv. Victory fund is responsible for the content of this advertising.  ",0,0,0,0,base,0,0,0
PRES_ROMNEY_CONSERVATIVE_AGENDA,"Our elections have turned into money machines for certain political families. Larry lessig is the only presidential candidate with a will and the way to stop it. Join us at lessig, 2016. U.s. I'm Larry lessig, and I approve this message.  ",0,0,0,0,base,0,0,0
PRES_RESTOREOURFUTURE_SMILING_60,"I was a republican, my whole life and when I saw who was running for president, I changed to Democrat my husband. I've been married almost 54 years and we've never really discussed politics. But this time it has come out. Donald Trump is the bully on the playground and I worry about the kind of world. I'm going to be leaving to my grandchildren. I was Hillary Clinton, at least we'll have somebody I experienced. We used to be so afraid to let the kids go out into the playground because you didn't know what they were going to hear and they your own television. Now, I did try and she was married. I moved in her like a anyone your start. They let you do it. What? A horrible thing to even say. I don't understand how any woman could vote for Donald Trump. I mean, is Lobel. I'm voting for Hillary Clinton. Local voices is responsible for the content of this advertising. ",0,0,0,0,base,0,0,0
PRES_PERRY_POLITICALLY_CORRECT,"Washington, politicians, and lobbyists are rushing to Crown Marco Rubio, but National polls showed. John Kasich is the one who beats Hillary Clinton by 11 points, not Marco Rubio. And that of all the GOP candidates only John Kasich has the experience to be president. Only John Kasich, DC lobbyist wrong. Now, there's a first new day for America is responsible for the content of this advertising.  ",0,0,0,0,base,0,0,0
PRES_CFGACTION_IMAGINE,"Hippo crit on Bellows one. Bellows Malarkey, Donald Trump repeatedly says one thing does another. The hypocrite says, he's champion of American workers, but had his line of trump ties made in China, some of the laborers on his palatial DC Hotel, illegal immigrants. Neither for president. America needs proven honorable leadership. John Kasich new day for America is responsible for the content of this advertising.",0,0,0,0,0,0,base,both
PRES_CHRISTIE_PROTECT_AMERICA,"Be John kasich's, in impatient, Rascal faces pushes, but unlike some, his state is now. Booming, unlike some John Kasich has proven, he can do the job, brought back, jobs from Mexico and China, keep us safe. Make us boom, because he's done it before only an impatient Rascal to bring America back John. Kasich new day for America is responsible for the content of this advertising. Resizing.",0,0,0,0,0,0,base,center
PRES_CLINTON_EQUAL_PAY_CAUCUS_MARCH_FIFTEEN,"They whine and suggest that John Kasich with the presidential race. Of course they do because kasich's, the only one who can beat Hillary Clinton, not Trump not crude. Kasich wins 10 points, more likely than Cruz, 15 points will likely than Trump. So unless you want this President Clinton vote, Kasich to win. New Jersey, Independent Media, committee Acres responsible for the content of this advertising.  ",0,0,0,0,0,0,0,base
PRES_CLINTON_FAMILY_STRONG_60,"New day, Independent Media, committee ink is responsible for the content of this advertising. We turned Ohio around and we've created jobs and cut taxes and balance our budgets. I spent 18 years on the armed services. Committee was some of the finest defense Minds in the world. I was one of the chief architects of balancing the budget. First time we did it. Since man, walked on the moon. We haven't done it since it can happen again. John Key things for us.  ",0,0,0,0,0,0,center,base
PRES_CLINTON_GET_THE_JOB_DONE_MARCH_FIRST,"The wealthiest women in politics combined income, 30 million dollars towards the world on private jets protected by armed guards for 30 years, but she doesn't believe in your right to keep a gun at home for self-defense. I fully appreciate how hard life is for so many Americans today, now to touch hypocrite, she'd leave you defenseless the NR, a political Victory fund is responsible for the content of this advertising.  ",0,0,0,0,0,0,center,base
PRES_CLINTON_KEITH,"A lot of people say they're not going to vote this November, because their candidate didn't win. Well, I know some other people who won't be voting this year. Hillary is President? No, thanks. I served in Benghazi. My friend didn't make it, they did their part, do yours. The Political Victory fund is responsible for the content of this advertising.  ",0,0,0,0,0,0,center,base
PRES_CLINTON_NEW_YORK'S_CHOICE,"Our principals pack paid for and is responsible for the content of this advertising. How much do we really know about Donald Trump? On Healthcare? Everybody's got to be covered Universal Health Care. I'm going to take care of everybody who pays for it. The government's going to pay for upon President Obama's stimulus. I thought he did a great job tonight. If it's a strong guy who really knows what he wants and this is what we need on his political beliefs, in many cases. I probably identify more as a Democrat. Can we trust Donald Trump?  ",0,0,0,0,0,0,center,base
PRES_CRUZ_WHAT_DIFFERENCE_DOES_IT_MAKE,"Our principals pack paid for and is responsible for the content of this advertising. Our principals pack.com., How much do we really know about Donald Trump on abortion? She would not ban itself or ban partial-birth. America. I am pro-choice in every respect on Health Care. Everybody's got to be covered Universal Health Care. I am going to take care of everybody who pays for it. The government is going to pay for prompts, even praised Hillary Clinton. Hillary is always surrounded herself with very good people. I think Hillary would do a good job. We Crush Donald Trump.  ",0,0,0,0,0,0,base,center
PRES_GREATAMERICAPAC_TRUMP_OR_CLINTON_60,"I'm Hillary Rodham Clinton do solemnly swear. Does that scare you? Donald Trump loses badly to Hillary Clinton in nearly every poll. Polls show Trump could even lose heavily Republican states like Mississippi and Utah. Worse, Trump's Landslide loss would likely cost Republicans the Senate, the Supreme Court and could put the house at risk. Why would Trump lose so badly? Trump has a long history of insulting women, calling them bimbos, dogs, fat pigs. No wonder 70% of women view Trump unfavorably. Trump's reckless rhetoric has led to campaign virus. Like the punch him in the face, knock the crap out of him. Trump even mocks the disabled. Donald Trump isn't fit for the most important job in the world. And we can make America great again by putting Hillary Clinton back in the White House. Our Principals PAC is responsible for the content of this advertising. ",0,0,0,0,0,0,both,base
PRES_SANDERS_AMERICA_60,"Candidates make choices. Will you? Remain steadfast and true? Or will you wake up deciding who? To be that day? New York City or Dubuque, Iowa, there is only one Mike Huckabee as president. Mike Huckabee will fight for federal law to end abortion and protect traditional marriage. Not leave it up to the face because for Mike Huckabee safe and family are non-negotiable from host to Higher Ground. Mike Huckabee for president pursuing America's greatness is responsible for the content of this advertising. Rising.  ",0,0,0,0,0,0,center,base
PRES_SANDERS_AMERICA_NH_60,"Your position on equal, pay for women and to early in the morning to ask that question. You can see there was blood coming out of her eyes blood coming out of her wherever, I think that putting a wife to work is a very dangerous thing. I don't want to sound too much like a chauvinist, but when I come home and dinners, not ready, I got through the roof. We treat women with respect. I can't say that either. All right, I already do. I say, action is responsible for the content of this advertising. ",0,0,0,0,0,0,center,base
PRES_SANDERS_AMERICA_NV_60,"We were hired in 1989 to work at the Taj Mahal. We were thrilled back. Then you thought you got a job with Donald Trump, you golden, when the payment was late. We were assured that the money's on its way. Don't worry. It's coming, it never came. Mr. Trump owed us two hundred and thirty two thousand dollars. It nearly put us out of business. It was devastating. I made a lot of money in Atlantic City and I'm very proud of it. Hurting the little people that's where he made all of his money.  ",0,0,0,0,0,0,center,base
